Prefix,Title
BDC,"Foundations of Optimization,Stochastic Processes I,Foundations of Inventory Management,Logistics and Supply Chain,Seminars in Optimization I,Seminars in Optimization II,Stochastic Modelling and Optimization,DAO Proseminar,DAO Proseminar I,DAO Proseminar II,Seminars In Stochastic Processes I,Seminars In Stochastic Processes II,Seminars In Operations Management I,Sem in Op Mgtm II,Bayesian Modeling and Decision-Making,Discrete Optimization and Algorithms,Queues and Stochastic Networks,Robust modelling and optimization,Theory and Algorithms for Dynamic Programming,Stochastic Processes II,Introduction to Data Analytics,Independent Study Module"
BI,"Non-Credit Bearing Business Internship,Business Internship I,Business Internship I,Business Internship I,Business Internship I,Business Internship I,Business Internship I,Business Internship I,Business Internship I,Business Internship II,Business Internship II,Business Internship II,Business Internship II,Business Internship II,Work Experience Internship,Work Experience Internship,Work Experience Internship,Work Experience Internship,Work Experience Internship,Business Internship I,Business Internship I,Business Internship I,Business Internship I,Business Internship I,Business Internship I,Business Internship II,Business Internship II,Business Internship II,Business Internship II,Business Internship III,Business Internship III,Business Internship III,Business Internship III"
BIH,"Fundamentals of Behavioural and Implementation Sciences,Evidence-informed Practice and Policies in Healthcare,Master’s Project I,Behavioural Decision Sciences,Introductory Research Methods in Behavioural and Implementation Sciences,Intermediate Research Methods for Behavioural and Implementation Sciences,Intermediate Behavioural and Implementation Sciences,Programme Evaluation in Health,Master’s Project II,Advanced Applications of Behavioural and Implementation Sciences,Advanced Research Methods for Behavioural and Implementation Sciences - Complex Intervention Design"
BIS,"Independent Study Course in Business,Independent Study Course in Business,Independent Study in Business,Fundamentals of Behavioural and Implementation Sciences,Evidence-informed Practice and Policies in Healthcare,Master’s Project I,Behavioural Decision Sciences,Introductory Research Methods in Behavioural and Implementation Sciences,Intermediate Research Methods for Behavioural and Implementation Sciences,Intermediate Behavioural and Implementation Sciences,Programme Evaluation in Health,Master’s Project II,Advanced Applications of Behavioural and Implementation Sciences,Advanced Research Methods for Behavioural and Implementation Sciences - Complex Intervention Design"
BL,"Environmental Science,Graduate Seminar Course in Biological Sciences,Research Project in Conservation and Nature-based Climate Solutions,Structural Biology And Proteomics,Biophysical Methods in Life Sciences,Molecular Interactions in Chromatin,Graduate Bootcamp for Biotechnology Industry,Topics In Developmental Biology,Directed Studies in Molecular Ecology,Biogeography and Global Change,Critical Thinking in Biological Sciences,Protein Design & Engineering,Advanced Proteins Nmr,Macromolecular X-Ray Crystallography,Advanced Genetics and Genome Sciences,Population Genomics and Phylogenomics,Directed Studies in Behavioural Ecology,Field Research Techniques for Plant Ecology,Advanced Animal Development,Plant and Microbial Development,Cellular Mechanisms,Advanced Molecular Genetics,Signalling Mechanisms in Cancers and Metabolic Diseases,Marine Conservation,Novel applications in Bioimaging Sciences,Introduction to Evolution of Development,Evolution of Development,Advances in Cell and Molecular Biology,Fundamentals in Biophysical Sciences,Biological Invasions,Writing in the Biological Sciences,Introduction to Bioimaging,Practical Bioimaging A: Electron Microscopy,Practical Bioimaging B: Light Microscopy,Practical Bioimaging C: Hands-on Microscopy,Data Analysis for Conservation Biology with R,Quantitative Methods and Critical Thinking in Biology,Advanced Optics for Microscopy,Introduction to Electron Microscopy for Life Sciences,Computational Biology: Sequences, Structures, Functions,Infectious Disease Modelling,Science and Communication,Skills for Research Survival and Excellence,Advanced Data Analytics for Biology,Internship in Conservation and Nature-based Climate Solutions,Conservation Problems and Practice,Climate Change Solutions,Freshwater Conservation,Natural History Collections and Conservation,Food Security and Sustainability,CITES and the Illegal Wildlife Trade,Field Methods For Urban Wildlife,Quantitative Analysis of Conservation Effectiveness,Field Techniques in Biological Conservation,Spatial modelling for environmental sustainability,Ecological Perspectives on Global Change,Molecular Approaches to Biodiversity Monitoring,Field Methods for Sustainability in Tropical Landscapes,Sustainability Science,Case Studies in Biotechnology,Genetic Engineering in Biotechnology,Advanced and Current Topics in Drug Development,The Biotech Revolution and Biologic Drugs,Infectious Diseases and Host-Pathogen Interactions,Practical Analysis of Genomic Data using R,Genomic Data Science in the Cloud,Applications of AI in Biotech and Biomed,RNA biology and therapeutics,CRISPR & Precision Gene Editing Technologies,Applications of Industrial Biotechnology,Sequencing Technologies: Past, Present and Future,Genetic Medicine and Precision Diagnostics,Sequencing Anything, Anywhere by Anyone,Urban Agriculture and Crop Biotechnology,Biotechnology in Aquaculture,Internship Project in Biotechnology,Capstone Project in Biotechnology,Capstone Project in Biotechnology,Nature-based Climate Solutions for Geography Teachers"
BMA,"Managerial Economics,Analytics For Managers,Topics In Analytics For Managers,Financial Accounting,Management & Organization,Management Accounting,Financial Management,Marketing Strategy,Managing Operations,Macroeconomics in the Global Economy,Topics in Macroeconomics in the Global Economy,Corporate Strategy,Advanced Business Communications,Leading with Impact,Leadership in Organizations,Managerial Operations and Analytics,Legal Issues in Business,Topics in Legal Issues in Business,Global Strategic Management,Topics in Global Strategic Management,New Venture Creation,Asian Business Environments,Topics in Asian Business Environment,Management of Technological Innovation,Topics in Management of Technological Innovation,Special Topics in Strategy and Policy,Special Topics in Strategy and Policy: Sustainability Strategy,Strategies in Healthcare Industry An Asian Perspective on Pharma, Devices & Biotech sectors,Family Business,Current Trends in Emerging Growth Markets,Asian Business Insights III,Macroeconomics and Finance: Perspectives from Asia,Topics in Macroeconomics and Finance: Perspectives from Asia,Environmental and Resource Management in a Regulatory Environment,Managing Business Networks,Strategy and Big Data,Consulting: Process, Industry and Innovation,Venture Capital,Special Topics in Venture Capital,Leading with Strategy in Digital Firms,Topics in Leading with Strategy in Digital Firms,Client-Centred Consulting,Micro-National Champions in the Digital Economy,Emerging Tech and the Value of Data,Topics in Emerging Tech and the Value of Data,Legal Fundamentals for Entrepreneurs and Managers,Entrepreneurial Management,Topic in Entrepreneurial Management,Execution of Digital Strategy in the real world,Topic - Execution of Digital Strategy in the real world,A Consulting Toolkit For Strategic Decision-Making,Strategic Leadership,Digital Business Transformation,Digital Business Transformation (Classroom & Synchronous e-Learning),Contract Law for Managers,Business Contracts (Classroom & Synchronous e-Learning),Topics in Strategic Information Technology,Global Operations Strategy,Managing Global Value Chains and Networks,Topics in Managing Global Value Chains and Networks,Management Decision Making,Leadership in Supply Chain, Operations & Sustainability,Topics in Supply Chain Management,Project Management,Analytics in Managerial Economics,Big Data in Marketing,Managing Geopolitics in International Business,Business Insights through Industry Analysis,Singapore Corporate Income Tax (Classroom & Synchronous e-Learning),Special Topics in Finance,Special Topics in Finance,Special Topics in Finance,Special Topics in Finance,Special Topics in Finance,Special Topics in Finance,Special Topics in Finance,Special Topics in Finance,Special Topics in Finance,Special Topics in Finance,Special Topics in Finance,International Financial Management,Investment Analysis and Management,Investment Analysis & Management,Financial Statement Analysis,Financial Statement Analysis (Classroom & Synchronous e-Learning),Options and Futures,Topics in Options and Futures,Fixed Income Securities,Fund Management,Topics in Fund Management,Corporate Governace,Advance Corporate Finance,Topics in Advanced Corporate Finance,Venture Capital and Private Equity,Valuation and Mergers & Acquisitions,Topics in Valuation and Mergers & Acquisitions,Private Equity,Topics in Private Equity,Entrepreneurial Finance,Entreprenuerial Finance,Valuation,Risk Management,Investment Banking,Topics in Investment Banking,Corporate Risk Management,Topics in Corporate Risk Management,International Financial Markets,Topics in International Financial Markets,Corporate Governance & Financial Policy,Applied Portfolio Management,Value Investing In Asia,International Finance,Selected Topics in Finance: China’s Capital Markets,Family Business & Wealth Management,Measuring and Improving Social Impact,Topics in Finance: Trading and Investing in Commodities,Applied Investment Valuation,Financial Regulation in a Digital Age,Inclusive FinTech,Technological Innovations and Disruptions in Finance,Fintech and Financial Data Analytics,Digital Assets and Blockchain in Finance,Sustainability Risk Management,Sustainability Integration for Decision-Making,Topic in Sustainability Reporting and Analysis,Sustainability Reporting and Analysis (Classroom & Synchronous e-Learning),Sustainable Web3, Generative AI and Metaverse,Sustainable Web3, Generative AI and Metaverse,Fundamental Equity Research,Labour and Employment Law (Classroom & Synchronous e-Learning),Special Topics in Strategy & Organization,Special Topics in Strategy & Organization,Special Topics in Strategy & Organization,Special Topics in Strategy & Organization,Special Topics in Strategy & Organization,Special Topics in Strategy & Organization,Special Topics in Strategy & Organization,Special Topics in Strategy & Organization,Entrepreneurship & Innovation,Managing Change,Topics in Managing Change,Managing Change (Classroom & Synchronous e-Learning),Negotiations and Conflict Management,Negotiations and Conflict Management (Classroom & Synchronous e-Learning),Topics in Managerial Decision Making,Talent Development and Performance Management,Topics in Talent Management in a Globalised Environment,Global Business Leader Across Cultures,How to Successfully Lead Your Groups and Teams,Managing Across Borders,Corporate Entrepreneurship and Business Model Evaluation,Social Entrepreneurship,Strategic Foresight,Mastering Influence,Judgment and Decision Making Under Uncertainty,AI for Talent Management and Organizational Design,AI for Talent Management and Organizational Design (Classroom & Synchronous e-Learning),Managing People with Data,Topic in Managing People with Data,Managing People with Data (Classroom & Synchronous e-Learning),Promoting Motivation and Well-being in the Workplace,Design Thinking and Business Innovations,Special Topics in Marketing,Special Topics in Marketing,Special Topics in Marketing,Special Topics in Marketing,Special Topics in Marketing,Special Topics in Marketing,Special Topics in Marketing,Special Topics in Marketing,Special Topics in Marketing,Competitive Marketing Strategy,Understanding & Influencing Consumers,Topics in Consumer Behaviour,Promotional Management,Promotional Management,Global Marketing,Topics in Global Marketing,Service Management,Product & Brand Management,Marketing Strategy and Game Theory,Strategic Pricing,Special Topics in Channels & Pricing Strategy,Research for Marketing Insights,Pricing Strategies,Customer Relationship Management,Topics in Customer Relationship Management,Marketing Analytics,Topics in Marketing Analytics,Competitive Strategies For Smes and Startups,Ethics/ Corporate Social Responsibility,Technology Transfer and Commercialization,Topics in Technology Transfer & Commercialization,Business to Business Marketing,Topics in Business-to-Business Marketing,Marketing Metrics - Measuring Marketing Performance,Topics in Marketing Metrics-Measuring Marketing Performance,Design Thinking & Product Innovations,Topics in Design Thinking & Business Innovation,Sales Management,Sales Management,Big Picture Marketing,Topics in Big Picture Marketing,Digital Marketing,Topics in Marketing in The Digital Age,Marketing in the Digital Age (Classroom & Synchronous e-Learning),Marketing in China,Marketing for Entrepreneurs,Behavioral Economics in Business,Customer Centricity and Brand Alignment,Brand Alignment for Sustainable Growth,Customer centricity in the Digital Age,Distribution Management: Channels and Platforms,Social Purpose Marketing,Generative AI in Marketing and Sales,Independent Study Course,Advanced Independent Study in Finance,Launch Your Transformation,MBA Survival Kit,MBA Survival Kit,MBA Survival Kit,C-Suite Life,Solutions Delivery,Strategic Problem Solving for Managers,MBA Consulting Project,MBA Internship,NUS-QUT-MIT-University of Auckland Collaboration Sprint: An Immersion Program,Entrepreneurship Practicum in Healthcare Innovation"
BMC,"Leadership: exploration, assessment & development,Strategy,Business analytics and decision making,Asia and global economy,International business and internationalisation,Marketing strategy,Accounting and information management,Managing human capital,Value chains, logistics and operations,Governance and sustainable business,Technology, innovation and entrepreneurship,Economic analysis for managers,Managing creativity and innovation,Special topics 1: Technology and business frontiers,Special topics 2,Special topics 2A,Special topics 2B,Special topics 2C,Special topics 2D,Business Consultation Project on Change Management,Digital Transformation and Intelligent Management,Current Topics in Economics and Finance,Business Model Design in New Era,Business innovation inspired by creative industry,Negotiation Strategies and Skills,Strategic Management in Practice,Methodology and Practice,Singapore Governance’s Success,Corporate finance,Financial management and markets,Managing organizations and change,Managing Human Capital Today,Family Business in Asia,Family Business in Indonesia (Immersion),Winning Strategy for Emerging Asia,International business and internationalisation,Governance and sustainable business,Corporate Innovation in Big Data and AI Era,Technology, innovation and entrepreneurship,Sustainable and Green Finance in Asia,Blockchain Applications in Finance,Financial Management and Markets,Negotiation Strategies and Skills,Managing Human Capital Today,Service Management,Social Purpose Marketing,Digital Marketing Strategy,Accounting for Global Business,Real Estate Finance and Securitization,Business Model Design in New Era,Business innovation inspired by creative industry,Methodology and Practice,Singapore Governance's Success,Singapore Governance's Success,Technology and business frontiers,Risk Management for Business Leaders,Business Acumen for Challenging Times,Navigating Global Mkts: An Entrepreneur's guide to IND,Navigating Change: Strategy, Tech & Global Leadership,Discover, Reflect & Reimagine at CES (USA),Navigating Global Mkt: An Entrepreneur’s Guide to Japan"
BME,"Legal Issues in Business,Management Practicum,Entrepreneurship,Corporate Governance,Business Strategy Simulation,Business Analytics and Decision Making,Value Chains, Logistics and Operations,Accounting and Information Management,Financial Management,Communications, Influence and Negotiations,Leadership: Exploration, Assessment & Development,Managing Organisations,Managing Change and Disruption,Marketing Strategy,Asia and the Global Economy,Economic Analysis for Managers,Governance and Sustainability Business,International Business and Internationalisation,Strategy,Technology, Innovation and Entrepreneurship,Special Topic 1A,Special Topic 1B,Special Topic 2A,Special Topic 2B,Leadership in the Era of Disruption,Sustainability Reporting and ESG Investing,Winning Strategy in Asia,Asian Family Business,Emerging Tech and the Value of Data,International Business and Internationalization,ESG Strategies and Corporate Governance,Futures Thinking and Scenario Planning,Ecosystem Enterprise Risk Management,Contracts: Understanding Terms and Managing Risks,Navigating Asia's Geostrategic Landscape,Analytics for Leaders,Analytics for Leaders (Classroom & Synchronous e-Learning),Opportunities in AI,Blockchain Applications in Finance,Investment Management,Growth Finance,Future of Work,AI in HRM,Corporate Innovation & Intrapreneurship,Communications, Influence and Negotiations,Technology, Innovation and Entrepreneurship,Demystifying Board Directorship,Service Management,Incredible India! Engaging with Asia’s Giant Elephant"
BMF,"Financial Modelling,Introduction to Finance,Accounting for Finance Professionals,Statistics and Analytics in Finance,Applied Corporate Finance,Foundation of Investments,Options and Fixed Income,International Finance and Economics,Advanced Investment Strategies,Applied Investment Strategies,Financial Technology and Analytics,Banks and Non-Traditional Financial Intermediaries,Financial Statement Analysis and Value Investing,Analytical Portfolio Management,Venture Capital and Private Equity,Venture Capital and Private Equity,Venture Capital and Private Equity,Household Finance,Advanced Applied Portfolio Management,Applied Investment Strategies,Financial Regulation in a Digital Age,Financial Systems and Technologies,Applied Financial Risk Management,Sustainable Investment,Fintech Venture Creation,Valuation and Mergers & Acquisitions,Machine Learning in Investments,Essential Market Tools in Finance,Sustainability Risk Management,Fund Management,Economics of Blockchain & Decentralized Finance,Experiential Learning: Individual Internship,Experiential Learning: Corporate Consultancy Project,Experiential Learning: Applied Faculty Project,Financial Sector in the Post-Pandemic Era,Experiential Learning: Advanced Individual Internship"
BMG,"Foundational Corporate Finance,Foundational Investments,Corporate Governance and Sustainability,Economics of Sustainability,Impact Assessment and Impact Investing,Sustainable and Green Investment,Sustainability Risk Management,Sustainable Household Finance,Carbon Accounting and Sustainability Reporting,Sustainability in Supply Chain,Sustainable and Green Capstone Project A,Sustainable and Green Capstone Project B,Practicum in Sustainable Finance,Individual Internship,Independent Study Project"
BMH,"Quantitative Methods for HR,Talent Assessment & Selection,People Analytics,Artificial Intelligence for HR,Communication for HR Professionals,HR Technology,Leading and Managing Difficult Employees,Labour and Employment Law,Talent Management,Compensation and Performance Management,HR as Strategic Partner for Growth & Transformation,Negotiation & Dispute Resolution,Ethics in Human Resources,Experiential Learning: Individual Internship,Experiential Learning: Faculty Research Project,Experiential Learning: HR Consultancy Project,Experiential Learning: HR Consultancy Practicum,Independent Study Course in Human Capital Management and Analytics"
BMI,"Digital Literacy for Healthcare,Digital Literacy for Healthcare,Digital Literacy for Healthcare,Introduction to Health Sciences,Introduction to Clinical Decision Support Systems,Healthcare Research Software,Introduction to Medical Data and Data Processing,Introduction to Medical Data and Data Processing,Evidence Based Medicine,Value Based Healthcare,Value Based Healthcare,Clinical Data System Design Testing and Governance,Clinical Data System Design Testing and Governance,Human Factors Engineering,Introduction to Molecular Bioinformatics,Advanced Biomedical Informatics,Advanced Biomedical Informatics,Health Sciences for Non-Clinicians,Clinical Decision Support Systems,Advanced Evidence Based Patient Care,Advanced Value Based Healthcare,Advanced Scientific Research Methods,Molecular Informatics,Capstone Project,Advanced Clinical Data Systems,Advanced Human Factors Engineering,Medical Data and Data Processing,Graduate Seminar,Advanced Agile Project Management"
BMK,"Marketing Analytics,Marketing Analytics,Digital Marketing,Big Data in Marketing,Consumer Insights,Marketing Analytics Visualisation and Communications,Pricing Analytics,Customer Relationship Management,Python Programming for Business Analytics,Research for Marketing Insights,Marketing Strategy,Game Theory and Strategic Analysis,Special Topics in Marketing Analytics and Insights,Personal Selling & Sales Management,Platforms & Sharing Economy,Consumer Economics: Biases and Nudges,Special Topics in Marketing Analytics and Insights,Special Topics in Marketing Analytics and Insights,Special Topics in Marketing Analytics and Insights,Special Topics in Marketing Analytics and Insights,Special Topics in Marketing Analytics and Insights,AI in Marketing,Marketing Analysis and Decision Making,Product and Brand Management,Independent Study Course in Marketing Analytics,Experiential Learning: Industry Internship,Experiential Learning: Marketing Analytics Consultancy Project,Experiential Learning: Applied Faculty Project,Marketing Venture Challenge,Independent Study: Subjective Expertise and Decision Making,ISM: A Social Cognitive Approach to Consumer Behaviour,ISM: Research On Second-hand Products,Special Topics in Marketing,Special Topics in Marketing,Empirical Marketing (I),Empirical Marketing (II),Analytical Methods in Marketing,Behavioral Marketing,Behavioral Response to Price"
BMO,"Independent Study:  Special Topics in Workplace Secrecy,Independent Study: Special Topics in Mindfulness,Organizational Behavior Seminar: Leadership,Organizational Behavior Seminar: Work, employee and organizational well-being,Organizational Behavior Seminar: Interpersonal Relations,Organizational Behavior Seminar: Motivation and Work Behavior,Behavorial Ethics,Independent Study: Use of AI in Training & Development,Independent Study: Technology and Creativity,Foundation of Organizational Behavior,Seminar in Leadership,Seminar in Occupational Health and Stress,Seminar in Human Resource Management,Seminar in Judgment and Decision Making,Groups and Teams,Independent Study Course,Independent Study: Whole-Genome Analysis Of Leadership,Seminar in Positive Psychology,Psychology of Technology,Foundations of Organisational Behavior"
BMP,"JUMPSTART Programme,Economic Analysis for Strategic Decisions,Innovation Strategy,Executing Strategy for Results,Strategic Sustainability,Managing Innovation for Stakeholder Value,Strategy for an Interlinked World,Strategy for High Performance in Digital Firms,Business Model Innovation in Asia,Leveraging Disruptive Technologies,Global Macroeconomic Playbook,Competitive Strategy, Digitisation, and AI,Strategic Decision Making,Business Project,Individual Internship"
BMS,"Corporate Finance,Marketing Strategy,Corporate Accounting,Independent Study in Strategy,Entrepreneurial Strategy,Current Trends in Growth Markets,Big Data and Business Strategy,Global Firm Strategy: Emphasis on Asia,Ethical Leadership and Corporate Strategy,Macroeconomics and Finance: Perspectives from Asia,Strategy: Bridging the Planning – Implementation Divide,Managerial Economics,Legal Issues in Business,Global Strategic Management,Venture Capital,Asian Business Environment,Strategic Negotiations,People Strategy,People Strategy,Game Theory For Managers,Competing Globally,Asian Family Business,Innovation and Strategies for Emerging Markets,Digital Transformation in The Era of Artificial Intelligence,Digital Transformation & Strategy,Legal Fundamentals for Entrepreneurs and Managers,Entrepreneurship Business Development,Entrepreneurial Management,Entrepreneurial Management,Sustainability Strategy,International Macroeconomics and Global Economic Issues,Management of Technological Innovation,Entrepreneurship Green Venture Business Funding,Applied Sustainability: A Systems Perspective,Independent Study in Decision Science,Global Supply Chain Management,The Knowledge & Innovation Economy 4.0,The Knowledge & Innovation Economy 4.0,Cross-Border Business Management in the Digital Age,Business Analytics,Business Analytics with R,Service Design,Sustainable Supply Chains,Supply Chain Models and Strategies,Strategic Procurement in the Digital World,Strategies for Operational Excellence,Independent Study in Finance,International Finance,Valuation and Mergers & Acquisitions,Selected Topics in Finance: Private Equity,Entrepreneurial Finance,International Financial Management,Financial Markets and Institutions,Personal Finance and Wealth Management,Investment Banking,Financial Management of Family Business,Corporate Finance,Fintech Management,Empowering and Financing Positive Impact Creation,Economics of Blockchain and Decentralized Finance,Independent Study in Management,Special Topics in Management,Global Management Practice,Becoming Future Prepared Global Leaders,New Venture Creation Practicum: Lean Startup Method,New Venture Creation,Asian Leadership,Workplace and Corporate Deviance,Special Topics in Organizational Behavior,Principles of Multinational Management,Negotiation and Conflict Management,Judgment and Decision Making Under Uncertainty,Global Leadership,Negotiations & Influence,Human Resources Analytics,Designing Organisations with Data,Managing Across Cultures,Managerial Applications of AI and Machine Learning,Corporate Entrepreneurship,Managing for Human Sustainability,Independent Study in Marketing,Marketing Strategy,Marketing Practice & Impact,Pricing Analytics,Marketing Analytics Visualisation and Communication,Digital Marketing,Understanding & Influencing Consumers,Behavioral Economics,Design Thinking & Business Innovations,Consumer Culture Theory,Marketing Strategies in the New Economy,Sustainability Marketing,Marketing Analytics,Product & Brand Management,Marketing Strategies for a VUCA World,Personal Selling and Sales Management,Customer Centricity and Brand Alignment,Product Experience Management,Special Topics in Marketing,Game Theory & Strategic Analysis,Special Topics in Marketing,Special Topics in Marketing,Special Topics in Marketing,Special Topics in Marketing,Services Marketing,Research for Marketing Insights,Managing Disruption,AI in Marketing,Independent Study in Accounting,Financial Analysis and ESG Integration,Independent Study in Business,Special Topics in Business,Asian Management and Leadership: Learning From Zheng He,Managing Business Networks,Communication and Influencing Skills for Managers,Real Estate Finance,Block Seminar,Sustainability Thinking in Product and Service Design,Business Project,Entrepreneurship Practicum,Exploring Global Business and Cross-Cultural Strategies,Overseas Exchange Programme"
BMT,"Preparing Financial Statements,Applied Data Science & Vizualization,Corporate Valuation Models,Managerial Planning and Control,Corporate Accounting and Reporting,Analytics and Data Management,Financial Statement Analysis,Bank Compliance and Risk Management,Mergers and Acquisitions,Financial Analytics Practicum,Taxes and Business Strategy,Sustainability Reporting,Audit Analytics and Business Intelligence,Experiential Learning: Individual Internship,Experiential Learning: Corporate Consultancy Project,Experiential Learning: Faculty Research Project,Integrated Perspectives Independent Study,Independent Study: Assurance and Attestation,Independent Study: Sustainability Accounting & Reporting,Independent Study: Forensic Accounting and Financial Fraud"
